fpas_code,fpas_description,regime,calculation_base,third_party_name,third_party_code,third_party_rate,convention_situation
787,"SINDICATO, FEDERAÇÃO E CONFEDERAÇÃO PATRONAL RURAL, ATIVIDADE COOPERATIVISTA RURAL (Cooperativa Rural) não relacionada no Decreto-Lei nº 1.146/1970 (com ou sem produção própria), somente em relação aos empregados que atuem diretamente na produção primária de origem animal ou vegetal, AGROINDUSTRIAS de piscicultura, carcinicultura, suinocultura, avicultura, florestamento e reflorestamento nos termos da Lei nº 10.684/2003, somente em relação aos empregados que atuem diretamente na produção primária de origem animal ou vegetal, PRESTADOR DE MÃO-DE-OBRA RURAL legalmente constituído como pessoa jurídica, PRODUTOR RURAL PESSOA JURÍDICA na prestação de serviços rurais (atividade não autônoma), AGROINDÚSTRIA (nos termos da Lei 10.256/2001) na prestação de serviços rurais ou agroindustriais a terceiros, PRODUTOR RURAL PESSOA JURÍDICA que exerce outra atividade econômica autônoma, somente em relação aos empregados que atuem diretamente na produção primária de origem animal ou vegetal, PRODUTOR RURAL PESSOA FÍSICA, contribuinte Individual (empregador), recolhimento sobre a folha de salários por decisão judicial. SOCIEDADE COOPERATIVA DE CRÉDITO conforme Art. 10 da Lei nº 11.524, de 24 de setembro de 2007.",COOPERATIVAS,Remuneração dos Segurados,INCRA,0002,"0,2%",
787,"SINDICATO, FEDERAÇÃO E CONFEDERAÇÃO PATRONAL RURAL, ATIVIDADE COOPERATIVISTA RURAL (Cooperativa Rural) não relacionada no Decreto-Lei nº 1.146/1970 (com ou sem produção própria), somente em relação aos empregados que atuem diretamente na produção primária de origem animal ou vegetal, AGROINDUSTRIAS de piscicultura, carcinicultura, suinocultura, avicultura, florestamento e reflorestamento nos termos da Lei nº 10.684/2003, somente em relação aos empregados que atuem diretamente na produção primária de origem animal ou vegetal, PRESTADOR DE MÃO-DE-OBRA RURAL legalmente constituído como pessoa jurídica, PRODUTOR RURAL PESSOA JURÍDICA na prestação de serviços rurais (atividade não autônoma), AGROINDÚSTRIA (nos termos da Lei 10.256/2001) na prestação de serviços rurais ou agroindustriais a terceiros, PRODUTOR RURAL PESSOA JURÍDICA que exerce outra atividade econômica autônoma, somente em relação aos empregados que atuem diretamente na produção primária de origem animal ou vegetal, PRODUTOR RURAL PESSOA FÍSICA, contribuinte Individual (empregador), recolhimento sobre a folha de salários por decisão judicial. SOCIEDADE COOPERATIVA DE CRÉDITO conforme Art. 10 da Lei nº 11.524, de 24 de setembro de 2007.",COOPERATIVAS,Remuneração dos Segurados,SESCOOP,4096,"2,5%",
787,"SINDICATO, FEDERAÇÃO E CONFEDERAÇÃO PATRONAL RURAL, ATIVIDADE COOPERATIVISTA RURAL (Cooperativa Rural) não relacionada no Decreto-Lei nº 1.146/1970 (com ou sem produção própria), somente em relação aos empregados que atuem diretamente na produção primária de origem animal ou vegetal, AGROINDUSTRIAS de piscicultura, carcinicultura, suinocultura, avicultura, florestamento e reflorestamento nos termos da Lei nº 10.684/2003, somente em relação aos empregados que atuem diretamente na produção primária de origem animal ou vegetal, PRESTADOR DE MÃO-DE-OBRA RURAL legalmente constituído como pessoa jurídica, PRODUTOR RURAL PESSOA JURÍDICA na prestação de serviços rurais (atividade não autônoma), AGROINDÚSTRIA (nos termos da Lei 10.256/2001) na prestação de serviços rurais ou agroindustriais a terceiros, PRODUTOR RURAL PESSOA JURÍDICA que exerce outra atividade econômica autônoma, somente em relação aos empregados que atuem diretamente na produção primária de origem animal ou vegetal, PRODUTOR RURAL PESSOA FÍSICA, contribuinte Individual (empregador), recolhimento sobre a folha de salários por decisão judicial. SOCIEDADE COOPERATIVA DE CRÉDITO conforme Art. 10 da Lei nº 11.524, de 24 de setembro de 2007.",COOPERATIVAS,Remuneração dos Segurados,TOTAL,4099,"5,2%",
795,"ESTABELECIMENTOS RURAL E INDUSTRIAL DA SOCIEDADE COOPERATIVA relacionada no art. 2°, caput, do Decreto-Lei n.º 1.146/70",EMPRESAS,Remuneração dos Segurados,SALÁRIO EDUCAÇÃO,0001,"2,5%",
795,"ESTABELECIMENTOS RURAL E INDUSTRIAL DA SOCIEDADE COOPERATIVA relacionada no art. 2°, caput, do Decreto-Lei n.º 1.146/70",EMPRESAS,Remuneração dos Segurados,INCRA,0002,"2,7%",
795,"ESTABELECIMENTOS RURAL E INDUSTRIAL DA SOCIEDADE COOPERATIVA relacionada no art. 2°, caput, do Decreto-Lei n.º 1.146/70",EMPRESAS,Remuneração dos Segurados,SESCOOP,4096,"2,5%",
795,"ESTABELECIMENTOS RURAL E INDUSTRIAL DA SOCIEDADE COOPERATIVA relacionada no art. 2°, caput, do Decreto-Lei n.º 1.146/70",EMPRESAS,Remuneração dos Segurados,TOTAL,4099,"7,7%",
825,"AGROINDÚSTRIA relacionada no caput do art. 2ºdo Decreto-Lei nº 1.146/70, a partir da competêncianovembro/2001TOMADOR DE SERVIÇO DE TRABALHADOR AVULSO - contribuição sobre a remuneração de trabalhador avulso vinculado à agroindústriarelacionada no caput do art. 2º do Decreto-Lei nº1.146/70(Exclui-se deste código a prestação de serviços aTerceiros - Lei nº 10.256, de 09/07/2001)",EMPRESAS,Remuneração dos Segurados,SALÁRIO EDUCAÇÃO,0001,"2,5%",
825,"AGROINDÚSTRIA relacionada no caput do art. 2ºdo Decreto-Lei nº 1.146/70, a partir da competêncianovembro/2001TOMADOR DE SERVIÇO DE TRABALHADOR AVULSO - contribuição sobre a remuneração de trabalhador avulso vinculado à agroindústriarelacionada no caput do art. 2º do Decreto-Lei nº1.146/70(Exclui-se deste código a prestação de serviços aTerceiros - Lei nº 10.256, de 09/07/2001)",EMPRESAS,Remuneração dos Segurados,INCRA,0002,"2,7%",
825,"AGROINDÚSTRIA relacionada no caput do art. 2ºdo Decreto-Lei nº 1.146/70, a partir da competêncianovembro/2001TOMADOR DE SERVIÇO DE TRABALHADOR AVULSO - contribuição sobre a remuneração de trabalhador avulso vinculado à agroindústriarelacionada no caput do art. 2º do Decreto-Lei nº1.146/70(Exclui-se deste código a prestação de serviços aTerceiros - Lei nº 10.256, de 09/07/2001)",EMPRESAS,Remuneração dos Segurados,TOTAL,0003,"5,2%",
833,"SETOR INDUSTRIAL DA AGROINDÚSTRIA não relacionada no caput do art. 2º do Decreto-Lei nº 1.146/70, a partir da competência novembro/2001, exceto as agroindústrias de piscicultura, carcinicultura, suinocultura e avicultura, inclusive sob a forma de cooperativa SETOR INDUSTRIAL DAAGROINDÚSTRIA de florestamento e reflorestamento quando aplicável a substituição, na forma do art. 22 A da Lei 8.212/91. TOMADOR DE SERVIÇO DE TRABALHADOR AVULSO - contribuição sobre a remuneração de trabalhador avulso vinculado à agroindústria não relacionada no caput do art. 2º do Decreto-Lei nº1.146/70 - Exclui-se deste código a prestação de serviços a Terceiros.",EMPRESAS,Remuneração dos Segurados,SALÁRIO EDUCAÇÃO,0001,"2,5%",
833,"SETOR INDUSTRIAL DA AGROINDÚSTRIA não relacionada no caput do art. 2º do Decreto-Lei nº 1.146/70, a partir da competência novembro/2001, exceto as agroindústrias de piscicultura, carcinicultura, suinocultura e avicultura, inclusive sob a forma de cooperativa SETOR INDUSTRIAL DAAGROINDÚSTRIA de florestamento e reflorestamento quando aplicável a substituição, na forma do art. 22 A da Lei 8.212/91. TOMADOR DE SERVIÇO DE TRABALHADOR AVULSO - contribuição sobre a remuneração de trabalhador avulso vinculado à agroindústria não relacionada no caput do art. 2º do Decreto-Lei nº1.146/70 - Exclui-se deste código a prestação de serviços a Terceiros.",EMPRESAS,Remuneração dos Segurados,INCRA,0002,"0,2%",
833,"SETOR INDUSTRIAL DA AGROINDÚSTRIA não relacionada no caput do art. 2º do Decreto-Lei nº 1.146/70, a partir da competência novembro/2001, exceto as agroindústrias de piscicultura, carcinicultura, suinocultura e avicultura, inclusive sob a forma de cooperativa SETOR INDUSTRIAL DAAGROINDÚSTRIA de florestamento e reflorestamento quando aplicável a substituição, na forma do art. 22 A da Lei 8.212/91. TOMADOR DE SERVIÇO DE TRABALHADOR AVULSO - contribuição sobre a remuneração de trabalhador avulso vinculado à agroindústria não relacionada no caput do art. 2º do Decreto-Lei nº1.146/70 - Exclui-se deste código a prestação de serviços a Terceiros.",EMPRESAS,Remuneração dos Segurados,SENAI**,0004,"1,0%",
833,"SETOR INDUSTRIAL DA AGROINDÚSTRIA não relacionada no caput do art. 2º do Decreto-Lei nº 1.146/70, a partir da competência novembro/2001, exceto as agroindústrias de piscicultura, carcinicultura, suinocultura e avicultura, inclusive sob a forma de cooperativa SETOR INDUSTRIAL DAAGROINDÚSTRIA de florestamento e reflorestamento quando aplicável a substituição, na forma do art. 22 A da Lei 8.212/91. TOMADOR DE SERVIÇO DE TRABALHADOR AVULSO - contribuição sobre a remuneração de trabalhador avulso vinculado à agroindústria não relacionada no caput do art. 2º do Decreto-Lei nº1.146/70 - Exclui-se deste código a prestação de serviços a Terceiros.",EMPRESAS,Remuneração dos Segurados,SESI**,0008,"1,5%",
833,"SETOR INDUSTRIAL DA AGROINDÚSTRIA não relacionada no caput do art. 2º do Decreto-Lei nº 1.146/70, a partir da competência novembro/2001, exceto as agroindústrias de piscicultura, carcinicultura, suinocultura e avicultura, inclusive sob a forma de cooperativa SETOR INDUSTRIAL DAAGROINDÚSTRIA de florestamento e reflorestamento quando aplicável a substituição, na forma do art. 22 A da Lei 8.212/91. TOMADOR DE SERVIÇO DE TRABALHADOR AVULSO - contribuição sobre a remuneração de trabalhador avulso vinculado à agroindústria não relacionada no caput do art. 2º do Decreto-Lei nº1.146/70 - Exclui-se deste código a prestação de serviços a Terceiros.",EMPRESAS,Remuneração dos Segurados,SEBRAE,0064,"0,6%",
833,"SETOR INDUSTRIAL DA AGROINDÚSTRIA não relacionada no caput do art. 2º do Decreto-Lei nº 1.146/70, a partir da competência novembro/2001, exceto as agroindústrias de piscicultura, carcinicultura, suinocultura e avicultura, inclusive sob a forma de cooperativa SETOR INDUSTRIAL DAAGROINDÚSTRIA de florestamento e reflorestamento quando aplicável a substituição, na forma do art. 22 A da Lei 8.212/91. TOMADOR DE SERVIÇO DE TRABALHADOR AVULSO - contribuição sobre a remuneração de trabalhador avulso vinculado à agroindústria não relacionada no caput do art. 2º do Decreto-Lei nº1.146/70 - Exclui-se deste código a prestação de serviços a Terceiros.",EMPRESAS,Remuneração dos Segurados,TOTAL,0079,"5,8%",
833,"SETOR INDUSTRIAL DA AGROINDÚSTRIA não relacionada no caput do art. 2º do Decreto-Lei nº 1.146/70, a partir da competência novembro/2001, exceto as agroindústrias de piscicultura, carcinicultura, suinocultura e avicultura, inclusive sob a forma de cooperativa SETOR INDUSTRIAL DAAGROINDÚSTRIA de florestamento e reflorestamento quando aplicável a substituição, na forma do art. 22 A da Lei 8.212/91. TOMADOR DE SERVIÇO DE TRABALHADOR AVULSO - contribuição sobre a remuneração de trabalhador avulso vinculado à agroindústria não relacionada no caput do art. 2º do Decreto-Lei nº1.146/70 - Exclui-se deste código a prestação de serviços a Terceiros.",EMPRESAS,Remuneração dos Segurados,COMBINAÇÃO,0067,"3,3%",Com convênio SESI + SENAI
833,"SETOR INDUSTRIAL DA AGROINDÚSTRIA não relacionada no caput do art. 2º do Decreto-Lei nº 1.146/70, a partir da competência novembro/2001, exceto as agroindústrias de piscicultura, carcinicultura, suinocultura e avicultura, inclusive sob a forma de cooperativa SETOR INDUSTRIAL DAAGROINDÚSTRIA de florestamento e reflorestamento quando aplicável a substituição, na forma do art. 22 A da Lei 8.212/91. TOMADOR DE SERVIÇO DE TRABALHADOR AVULSO - contribuição sobre a remuneração de trabalhador avulso vinculado à agroindústria não relacionada no caput do art. 2º do Decreto-Lei nº1.146/70 - Exclui-se deste código a prestação de serviços a Terceiros.",EMPRESAS,Remuneração dos Segurados,COMBINAÇÃO,0071,"4,3%",Com convênio SESI
833,"SETOR INDUSTRIAL DA AGROINDÚSTRIA não relacionada no caput do art. 2º do Decreto-Lei nº 1.146/70, a partir da competência novembro/2001, exceto as agroindústrias de piscicultura, carcinicultura, suinocultura e avicultura, inclusive sob a forma de cooperativa SETOR INDUSTRIAL DAAGROINDÚSTRIA de florestamento e reflorestamento quando aplicável a substituição, na forma do art. 22 A da Lei 8.212/91. TOMADOR DE SERVIÇO DE TRABALHADOR AVULSO - contribuição sobre a remuneração de trabalhador avulso vinculado à agroindústria não relacionada no caput do art. 2º do Decreto-Lei nº1.146/70 - Exclui-se deste código a prestação de serviços a Terceiros.",EMPRESAS,Remuneração dos Segurados,COMBINAÇÃO,0075,"4,8%",Com convênio SENAI
833,"SETOR INDUSTRIAL DA AGROINDÚSTRIA não relacionada no caput do art. 2º do Decreto-Lei nº 1.146/70, a partir da competência novembro/2001, exceto as agroindústrias de piscicultura, carcinicultura, suinocultura e avicultura, inclusive sob a forma de cooperativa SETOR INDUSTRIAL DAAGROINDÚSTRIA de florestamento e reflorestamento quando aplicável a substituição, na forma do art. 22 A da Lei 8.212/91. TOMADOR DE SERVIÇO DE TRABALHADOR AVULSO - contribuição sobre a remuneração de trabalhador avulso vinculado à agroindústria não relacionada no caput do art. 2º do Decreto-Lei nº1.146/70 - Exclui-se deste código a prestação de serviços a Terceiros.",EMPRESAS,Remuneração dos Segurados,COMBINAÇÃO,0079,"5,8%",Sem convênio
833,"SETOR INDUSTRIAL DA AGROINDÚSTRIA não relacionada no caput do art. 2º do Decreto-Lei nº 1.146/70, a partir da competência novembro/2001, exceto as agroindústrias de piscicultura, carcinicultura, suinocultura e avicultura, inclusive sob a forma de cooperativa SETOR INDUSTRIAL DAAGROINDÚSTRIA de florestamento e reflorestamento quando aplicável a substituição, na forma do art. 22 A da Lei 8.212/91. TOMADOR DE SERVIÇO DE TRABALHADOR AVULSO - contribuição sobre a remuneração de trabalhador avulso vinculado à agroindústria não relacionada no caput do art. 2º do Decreto-Lei nº1.146/70 - Exclui-se deste código a prestação de serviços a Terceiros.",COOPERATIVAS,Remuneração dos Segurados,SALÁRIO EDUCAÇÃO,0001,"2,5%",
833,"SETOR INDUSTRIAL DA AGROINDÚSTRIA não relacionada no caput do art. 2º do Decreto-Lei nº 1.146/70, a partir da competência novembro/2001, exceto as agroindústrias de piscicultura, carcinicultura, suinocultura e avicultura, inclusive sob a forma de cooperativa SETOR INDUSTRIAL DAAGROINDÚSTRIA de florestamento e reflorestamento quando aplicável a substituição, na forma do art. 22 A da Lei 8.212/91. TOMADOR DE SERVIÇO DE TRABALHADOR AVULSO - contribuição sobre a remuneração de trabalhador avulso vinculado à agroindústria não relacionada no caput do art. 2º do Decreto-Lei nº1.146/70 - Exclui-se deste código a prestação de serviços a Terceiros.",COOPERATIVAS,Remuneração dos Segurados,INCRA,0002,"0,2%",
833,"SETOR INDUSTRIAL DA AGROINDÚSTRIA não relacionada no caput do art. 2º do Decreto-Lei nº 1.146/70, a partir da competência novembro/2001, exceto as agroindústrias de piscicultura, carcinicultura, suinocultura e avicultura, inclusive sob a forma de cooperativa SETOR INDUSTRIAL DAAGROINDÚSTRIA de florestamento e reflorestamento quando aplicável a substituição, na forma do art. 22 A da Lei 8.212/91. TOMADOR DE SERVIÇO DE TRABALHADOR AVULSO - contribuição sobre a remuneração de trabalhador avulso vinculado à agroindústria não relacionada no caput do art. 2º do Decreto-Lei nº1.146/70 - Exclui-se deste código a prestação de serviços a Terceiros.",COOPERATIVAS,Remuneração dos Segurados,SEBRAE,0064,"0,6%",
833,"SETOR INDUSTRIAL DA AGROINDÚSTRIA não relacionada no caput do art. 2º do Decreto-Lei nº 1.146/70, a partir da competência novembro/2001, exceto as agroindústrias de piscicultura, carcinicultura, suinocultura e avicultura, inclusive sob a forma de cooperativa SETOR INDUSTRIAL DAAGROINDÚSTRIA de florestamento e reflorestamento quando aplicável a substituição, na forma do art. 22 A da Lei 8.212/91. TOMADOR DE SERVIÇO DE TRABALHADOR AVULSO - contribuição sobre a remuneração de trabalhador avulso vinculado à agroindústria não relacionada no caput do art. 2º do Decreto-Lei nº1.146/70 - Exclui-se deste código a prestação de serviços a Terceiros.",COOPERATIVAS,Remuneração dos Segurados,SESCOOP,4096,"2,5%",
833,"SETOR INDUSTRIAL DA AGROINDÚSTRIA não relacionada no caput do art. 2º do Decreto-Lei nº 1.146/70, a partir da competência novembro/2001, exceto as agroindústrias de piscicultura, carcinicultura, suinocultura e avicultura, inclusive sob a forma de cooperativa SETOR INDUSTRIAL DAAGROINDÚSTRIA de florestamento e reflorestamento quando aplicável a substituição, na forma do art. 22 A da Lei 8.212/91. TOMADOR DE SERVIÇO DE TRABALHADOR AVULSO - contribuição sobre a remuneração de trabalhador avulso vinculado à agroindústria não relacionada no caput do art. 2º do Decreto-Lei nº1.146/70 - Exclui-se deste código a prestação de serviços a Terceiros.",COOPERATIVAS,Remuneração dos Segurados,TOTAL,4163,"5,8%",
868,EMPREGADOR DOMÉSTICO - instituído para possibilitar o depósito do FGTS.,EMPRESAS,"",NÃO APLICÁVEL,0000,0%,
876,"MISSÕES DIPLOMÁTICAS E OUTROS ORGANISMOS A ELAS EQUIPARADOS, INCLUSIVE SEUS MEMBROS, que sejam partícipes de acordo internacional de isenção reconhecido pelo Brasil.",EMPRESAS,"",NÃO APLICÁVEL,0000,0%,
